frame,x_center,y_center,face_area,similarity
146,0.6772499,0.53227025,0.1010401,0.12060422450304031
147,0.68027085,0.53356844,0.09969333,0.11812365055084229
148,0.6826061,0.533406,0.099962756,0.146476149559021
149,0.682328,0.53550106,0.09990074,0.13995228707790375
150,0.68212605,0.53552914,0.100299224,0.15077726542949677
151,0.6815502,0.53607315,0.09998694,0.14840184152126312
152,0.6807014,0.53552294,0.1009455,0.15472103655338287
153,0.6793405,0.53560466,0.101322405,0.15987883508205414
154,0.6785647,0.53660804,0.100775994,0.1477023810148239
155,0.6779068,0.53692067,0.10095066,0.14498832821846008
156,0.67717874,0.53772384,0.10085549,0.13416741788387299
157,0.6757726,0.5381913,0.10110492,0.11793644726276398
158,0.672707,0.5394839,0.10075772,0.10218378156423569
159,0.67010415,0.5395036,0.10050511,0.08345011621713638
160,0.6667175,0.53970397,0.10080746,0.09845153987407684
161,0.6640393,0.5408875,0.10092949,0.0764973983168602
162,0.66212875,0.5422235,0.10075288,0.07332517206668854
163,0.6591965,0.54158944,0.10195353,0.07934240251779556
164,0.6579534,0.542024,0.102076694,0.0891711637377739
165,0.65278554,0.5417576,0.10258655,0.08499152958393097
166,0.64679533,0.54195297,0.10361868,0.0887298509478569
167,0.63643193,0.54233897,0.10362986,0.10489936918020248
168,0.62102896,0.54256064,0.107045785,0.15923461318016052
169,0.6027046,0.5403892,0.108331196,0.17312447726726532
170,0.575852,0.54237294,0.10736435,0.16680873930454254
171,0.56045246,0.5417981,0.10977591,0.22872836887836456
172,0.53888714,0.5433705,0.115382165,0.3712244927883148
173,0.521415,0.5423013,0.11970155,0.4596557915210724
174,0.510278,0.54224855,0.114873126,0.5599663853645325
175,0.49718183,0.54075915,0.118605055,0.650948703289032
176,0.48941967,0.54037553,0.11783376,0.7239568829536438
177,0.4828214,0.54045177,0.116496615,0.7731813788414001
178,0.47679484,0.5404506,0.11546094,0.806940495967865
179,0.47324964,0.54050887,0.115266725,0.7909739017486572
180,0.4687206,0.54081523,0.11520175,0.7689218521118164
181,0.4665688,0.5415505,0.11473726,0.7442162036895752
182,0.46579844,0.5421573,0.114656396,0.7503628134727478
183,0.46408382,0.5419271,0.11781733,0.7526575326919556
184,0.46397156,0.54239005,0.11765836,0.755698561668396
185,0.46475613,0.543433,0.1177732,0.7640764713287354
186,0.46672392,0.5444685,0.117438875,0.7686653733253479
187,0.46830076,0.5454295,0.117397465,0.7757044434547424
188,0.4693869,0.5459182,0.11701872,0.780511200428009
189,0.47131968,0.5463339,0.117006145,0.7845044732093811
190,0.47263873,0.5470123,0.117035136,0.7697581648826599
191,0.47310364,0.5477226,0.11657231,0.7642838954925537
192,0.4727156,0.5482499,0.116565436,0.7598018646240234
193,0.47092295,0.549042,0.11656038,0.7614871263504028
194,0.46901184,0.5498995,0.11561255,0.6864733099937439
195,0.46227518,0.55018467,0.11569486,0.6439430117607117
196,0.45383644,0.5512604,0.11569255,0.506924033164978
197,0.44331875,0.55311024,0.114434466,0.3398221433162689
198,0.42937046,0.54954445,0.11762809,0.2751435935497284
199,0.4144926,0.55173177,0.11512207,0.18109191954135895
200,0.39771685,0.5471108,0.114170074,0.21978294849395752
201,0.37843788,0.5547642,0.10623183,0.14685973525047302
202,0.35879084,0.54624134,0.11568888,0.1508447825908661
203,0.34267458,0.5469359,0.11254949,0.14710374176502228
204,0.32772216,0.5481218,0.110921726,0.1417839080095291
205,0.31654406,0.5466478,0.11037032,0.11429787427186966
206,0.30685246,0.5465414,0.108722344,0.07473018020391464
207,0.2957692,0.5471877,0.10490741,0.05482647940516472
208,0.2899519,0.5461247,0.104292855,0.05852195993065834
209,0.28306586,0.5468459,0.102085814,0.05179077014327049
210,0.2780678,0.5468761,0.10162273,0.0664350837469101
211,0.27378148,0.5487503,0.09844553,0.06000227481126785
212,0.27258232,0.54951966,0.097678386,0.07500866800546646
213,0.27015164,0.55231404,0.094598114,0.07303439825773239
214,0.26927793,0.55191326,0.09440096,0.06625714153051376
215,0.26970056,0.55224645,0.094006866,0.06210113689303398
216,0.26985022,0.5527315,0.093591385,0.07015761733055115
217,0.2701927,0.55269957,0.09328213,0.05473718419671059
218,0.27081093,0.55325115,0.09290392,0.06487702578306198
219,0.27177182,0.55349183,0.09268927,0.07378258556127548
220,0.2754141,0.5543622,0.09065151,0.060322895646095276
221,0.27604648,0.55448043,0.090287216,0.06256868690252304
222,0.2747036,0.55343163,0.09205321,0.056464340537786484
223,0.27517027,0.553537,0.09217314,0.07098323851823807
224,0.2766947,0.55357206,0.092624865,0.06350281089544296
225,0.2802685,0.5548385,0.091407426,0.07676443457603455
226,0.28162792,0.5548862,0.092034906,0.0695236474275589
227,0.2832742,0.5549977,0.09288366,0.08095129579305649
228,0.2848137,0.5549123,0.09339942,0.08431853353977203
229,0.28569233,0.5547754,0.093685694,0.08664458990097046
230,0.28794533,0.5547067,0.09466505,0.07969240844249725
231,0.29065597,0.551585,0.10005128,0.07595736533403397
232,0.29314205,0.551403,0.101275705,0.06160397455096245
233,0.29742897,0.55199397,0.1022346,0.05900928005576134
234,0.30796012,0.5518995,0.10652213,0.06558138877153397
235,0.3191104,0.5510179,0.10882207,0.10445991903543472
236,0.32957232,0.55162317,0.11079684,0.14607416093349457
237,0.34601736,0.5507329,0.11301598,0.16943807899951935
238,0.36334127,0.5500958,0.116956666,0.1699799746274948
239,0.38258484,0.55211,0.11547391,0.1906677931547165
240,0.39564562,0.55605745,0.110941716,0.1787962168455124
241,0.41138586,0.5555415,0.11874664,0.20538869500160217
242,0.4239906,0.55401385,0.12105374,0.21767234802246094
243,0.43134698,0.55331016,0.12198934,0.28866127133369446
244,0.43978,0.5554249,0.11770792,0.35133060812950134
245,0.44931677,0.5555161,0.11864033,0.3711221516132355
246,0.45441097,0.555813,0.11773028,0.5253594517707825
247,0.45667282,0.5541814,0.1239487,0.6452168822288513
248,0.4605093,0.55579406,0.12386939,0.6727735996246338
249,0.4643711,0.55907184,0.11832262,0.6735253930091858
250,0.46646154,0.5591807,0.11887557,0.7109779715538025
251,0.46687964,0.5597932,0.11923936,0.6988491415977478
252,0.46675375,0.560023,0.11979911,0.736335813999176
253,0.46766928,0.5599488,0.11930399,0.7428419589996338
254,0.4680697,0.5601061,0.119618796,0.7652789950370789
255,0.4686613,0.5593365,0.11946801,0.7842841744422913
256,0.46947077,0.5589968,0.11926294,0.7801828980445862
257,0.46922386,0.56029177,0.119073324,0.785505473613739
258,0.46882418,0.5597735,0.11866246,0.7879955768585205
259,0.46865585,0.5606011,0.11888703,0.7940940856933594
260,0.46809572,0.5610445,0.118581206,0.796441912651062
261,0.4666387,0.56231064,0.118554935,0.7935221791267395
262,0.46456254,0.5636033,0.11837715,0.7973119020462036
