frame_id,mode,file,face_detected,similarity,match_030,match_035,match_040,match_045,match_050,match_055,match_060
1415,ATAQUE,frame_001415_ATAQUE.jpg,1,0.396046,1,1,0,0,0,0,0
1420,ATAQUE,frame_001420_ATAQUE.jpg,1,0.375529,1,1,0,0,0,0,0
1425,ATAQUE,frame_001425_ATAQUE.jpg,1,0.519285,1,1,1,1,1,0,0
1430,ATAQUE,frame_001430_ATAQUE.jpg,1,0.380378,1,1,0,0,0,0,0
1435,ATAQUE,frame_001435_ATAQUE.jpg,1,0.219406,0,0,0,0,0,0,0
1440,ATAQUE,frame_001440_ATAQUE.jpg,1,0.106602,0,0,0,0,0,0,0
1445,ATAQUE,frame_001445_ATAQUE.jpg,1,0.124615,0,0,0,0,0,0,0
1450,ATAQUE,frame_001450_ATAQUE.jpg,1,0.466026,1,1,1,1,0,0,0
1455,ATAQUE,frame_001455_ATAQUE.jpg,1,0.557399,1,1,1,1,1,1,0
1460,ATAQUE,frame_001460_ATAQUE.jpg,1,0.560962,1,1,1,1,1,1,0
1465,ATAQUE,frame_001465_ATAQUE.jpg,1,0.531511,1,1,1,1,1,0,0
1470,ATAQUE,frame_001470_ATAQUE.jpg,1,0.563625,1,1,1,1,1,1,0
1475,ATAQUE,frame_001475_ATAQUE.jpg,1,0.548906,1,1,1,1,1,0,0
1480,ATAQUE,frame_001480_ATAQUE.jpg,1,0.576286,1,1,1,1,1,1,0
1485,ATAQUE,frame_001485_ATAQUE.jpg,1,0.574098,1,1,1,1,1,1,0
1490,ATAQUE,frame_001490_ATAQUE.jpg,1,0.451983,1,1,1,1,0,0,0
1495,ATAQUE,frame_001495_ATAQUE.jpg,1,0.531439,1,1,1,1,1,0,0
1500,ATAQUE,frame_001500_ATAQUE.jpg,1,0.537727,1,1,1,1,1,0,0
1505,ATAQUE,frame_001505_ATAQUE.jpg,1,0.568194,1,1,1,1,1,1,0
1510,ATAQUE,frame_001510_ATAQUE.jpg,1,0.596613,1,1,1,1,1,1,0
1515,ATAQUE,frame_001515_ATAQUE.jpg,1,0.629901,1,1,1,1,1,1,1
1520,ATAQUE,frame_001520_ATAQUE.jpg,1,0.629361,1,1,1,1,1,1,1
1525,ATAQUE,frame_001525_ATAQUE.jpg,1,0.567334,1,1,1,1,1,1,0
1530,ATAQUE,frame_001530_ATAQUE.jpg,1,0.510847,1,1,1,1,1,0,0
1535,ATAQUE,frame_001535_ATAQUE.jpg,1,0.563467,1,1,1,1,1,1,0
1540,ATAQUE,frame_001540_ATAQUE.jpg,1,0.571196,1,1,1,1,1,1,0
1545,ATAQUE,frame_001545_ATAQUE.jpg,1,0.530239,1,1,1,1,1,0,0
1550,ATAQUE,frame_001550_ATAQUE.jpg,1,0.575369,1,1,1,1,1,1,0
1555,ATAQUE,frame_001555_ATAQUE.jpg,1,0.545984,1,1,1,1,1,0,0
1560,ATAQUE,frame_001560_ATAQUE.jpg,1,0.580381,1,1,1,1,1,1,0
1565,ATAQUE,frame_001565_ATAQUE.jpg,1,0.528710,1,1,1,1,1,0,0
1570,ATAQUE,frame_001570_ATAQUE.jpg,1,0.547658,1,1,1,1,1,0,0
1575,ATAQUE,frame_001575_ATAQUE.jpg,1,0.657283,1,1,1,1,1,1,1
1580,ATAQUE,frame_001580_ATAQUE.jpg,1,0.641384,1,1,1,1,1,1,1
1585,ATAQUE,frame_001585_ATAQUE.jpg,1,0.598978,1,1,1,1,1,1,0
1590,ATAQUE,frame_001590_ATAQUE.jpg,1,0.658399,1,1,1,1,1,1,1
1595,ATAQUE,frame_001595_ATAQUE.jpg,1,0.549352,1,1,1,1,1,0,0
1600,ATAQUE,frame_001600_ATAQUE.jpg,1,0.580655,1,1,1,1,1,1,0
1605,ATAQUE,frame_001605_ATAQUE.jpg,1,0.581316,1,1,1,1,1,1,0
1610,ATAQUE,frame_001610_ATAQUE.jpg,1,0.639264,1,1,1,1,1,1,1
1615,ATAQUE,frame_001615_ATAQUE.jpg,1,0.623911,1,1,1,1,1,1,1
1620,ATAQUE,frame_001620_ATAQUE.jpg,1,0.618872,1,1,1,1,1,1,1
1625,ATAQUE,frame_001625_ATAQUE.jpg,1,0.550601,1,1,1,1,1,1,0
1630,ATAQUE,frame_001630_ATAQUE.jpg,1,0.629839,1,1,1,1,1,1,1
1635,ATAQUE,frame_001635_ATAQUE.jpg,1,0.637861,1,1,1,1,1,1,1
1640,ATAQUE,frame_001640_ATAQUE.jpg,1,0.646911,1,1,1,1,1,1,1
1645,ATAQUE,frame_001645_ATAQUE.jpg,1,0.655488,1,1,1,1,1,1,1
1650,ATAQUE,frame_001650_ATAQUE.jpg,1,0.697318,1,1,1,1,1,1,1
1655,ATAQUE,frame_001655_ATAQUE.jpg,1,0.657097,1,1,1,1,1,1,1
1660,ATAQUE,frame_001660_ATAQUE.jpg,1,0.672036,1,1,1,1,1,1,1
1665,ATAQUE,frame_001665_ATAQUE.jpg,1,0.674314,1,1,1,1,1,1,1
1670,ATAQUE,frame_001670_ATAQUE.jpg,1,0.670790,1,1,1,1,1,1,1
1675,ATAQUE,frame_001675_ATAQUE.jpg,1,0.628642,1,1,1,1,1,1,1
1680,ATAQUE,frame_001680_ATAQUE.jpg,1,0.633906,1,1,1,1,1,1,1
1685,ATAQUE,frame_001685_ATAQUE.jpg,1,0.636248,1,1,1,1,1,1,1
1690,ATAQUE,frame_001690_ATAQUE.jpg,1,0.670135,1,1,1,1,1,1,1
1695,ATAQUE,frame_001695_ATAQUE.jpg,1,0.675215,1,1,1,1,1,1,1
1700,ATAQUE,frame_001700_ATAQUE.jpg,1,0.665590,1,1,1,1,1,1,1
1705,ATAQUE,frame_001705_ATAQUE.jpg,1,0.665542,1,1,1,1,1,1,1
1710,ATAQUE,frame_001710_ATAQUE.jpg,1,0.646755,1,1,1,1,1,1,1
1715,ATAQUE,frame_001715_ATAQUE.jpg,1,0.651489,1,1,1,1,1,1,1
1720,ATAQUE,frame_001720_ATAQUE.jpg,1,0.691900,1,1,1,1,1,1,1
1725,ATAQUE,frame_001725_ATAQUE.jpg,1,0.670817,1,1,1,1,1,1,1
1730,ATAQUE,frame_001730_ATAQUE.jpg,1,0.655793,1,1,1,1,1,1,1
1735,ATAQUE,frame_001735_ATAQUE.jpg,1,0.649278,1,1,1,1,1,1,1
1740,ATAQUE,frame_001740_ATAQUE.jpg,1,0.629056,1,1,1,1,1,1,1
1745,ATAQUE,frame_001745_ATAQUE.jpg,1,0.649158,1,1,1,1,1,1,1
1750,ATAQUE,frame_001750_ATAQUE.jpg,1,0.653640,1,1,1,1,1,1,1
1755,ATAQUE,frame_001755_ATAQUE.jpg,1,0.608044,1,1,1,1,1,1,1
1760,ATAQUE,frame_001760_ATAQUE.jpg,1,0.643675,1,1,1,1,1,1,1
1765,ATAQUE,frame_001765_ATAQUE.jpg,1,0.673900,1,1,1,1,1,1,1
1770,ATAQUE,frame_001770_ATAQUE.jpg,1,0.671529,1,1,1,1,1,1,1
1775,ATAQUE,frame_001775_ATAQUE.jpg,1,0.663703,1,1,1,1,1,1,1
1780,ATAQUE,frame_001780_ATAQUE.jpg,1,0.703997,1,1,1,1,1,1,1
1785,ATAQUE,frame_001785_ATAQUE.jpg,1,0.659421,1,1,1,1,1,1,1
1790,ATAQUE,frame_001790_ATAQUE.jpg,1,0.669888,1,1,1,1,1,1,1
1795,ATAQUE,frame_001795_ATAQUE.jpg,1,0.663546,1,1,1,1,1,1,1
1800,ATAQUE,frame_001800_ATAQUE.jpg,1,0.654061,1,1,1,1,1,1,1
1805,ATAQUE,frame_001805_ATAQUE.jpg,1,0.633703,1,1,1,1,1,1,1
1810,ATAQUE,frame_001810_ATAQUE.jpg,1,0.654764,1,1,1,1,1,1,1
1815,ATAQUE,frame_001815_ATAQUE.jpg,1,0.659108,1,1,1,1,1,1,1
1820,ATAQUE,frame_001820_ATAQUE.jpg,1,0.627129,1,1,1,1,1,1,1
1825,ATAQUE,frame_001825_ATAQUE.jpg,1,0.641894,1,1,1,1,1,1,1
1830,ATAQUE,frame_001830_ATAQUE.jpg,1,0.619787,1,1,1,1,1,1,1
1835,ATAQUE,frame_001835_ATAQUE.jpg,1,0.633650,1,1,1,1,1,1,1
1840,ATAQUE,frame_001840_ATAQUE.jpg,1,0.632746,1,1,1,1,1,1,1
1845,ATAQUE,frame_001845_ATAQUE.jpg,1,0.646218,1,1,1,1,1,1,1
1850,ATAQUE,frame_001850_ATAQUE.jpg,1,0.686464,1,1,1,1,1,1,1
1855,ATAQUE,frame_001855_ATAQUE.jpg,1,0.676022,1,1,1,1,1,1,1
1860,ATAQUE,frame_001860_ATAQUE.jpg,1,0.591697,1,1,1,1,1,1,0
1865,ATAQUE,frame_001865_ATAQUE.jpg,1,0.616681,1,1,1,1,1,1,1
1870,ATAQUE,frame_001870_ATAQUE.jpg,1,0.591061,1,1,1,1,1,1,0
1875,ATAQUE,frame_001875_ATAQUE.jpg,1,0.614236,1,1,1,1,1,1,1
1880,ATAQUE,frame_001880_ATAQUE.jpg,1,0.589016,1,1,1,1,1,1,0
1885,ATAQUE,frame_001885_ATAQUE.jpg,1,0.531596,1,1,1,1,1,0,0
1890,ATAQUE,frame_001890_ATAQUE.jpg,1,0.547428,1,1,1,1,1,0,0
1895,ATAQUE,frame_001895_ATAQUE.jpg,1,0.567738,1,1,1,1,1,1,0
1900,ATAQUE,frame_001900_ATAQUE.jpg,1,0.477263,1,1,1,1,0,0,0
1905,ATAQUE,frame_001905_ATAQUE.jpg,1,0.506352,1,1,1,1,1,0,0
1910,ATAQUE,frame_001910_ATAQUE.jpg,1,0.538817,1,1,1,1,1,0,0
1915,ATAQUE,frame_001915_ATAQUE.jpg,1,0.510884,1,1,1,1,1,0,0
1920,ATAQUE,frame_001920_ATAQUE.jpg,1,0.467089,1,1,1,1,0,0,0
1925,ATAQUE,frame_001925_ATAQUE.jpg,1,0.542196,1,1,1,1,1,0,0
1930,ATAQUE,frame_001930_ATAQUE.jpg,1,0.512620,1,1,1,1,1,0,0
1935,ATAQUE,frame_001935_ATAQUE.jpg,1,0.565380,1,1,1,1,1,1,0
1940,ATAQUE,frame_001940_ATAQUE.jpg,1,0.551056,1,1,1,1,1,1,0
1945,ATAQUE,frame_001945_ATAQUE.jpg,1,0.587143,1,1,1,1,1,1,0
1950,ATAQUE,frame_001950_ATAQUE.jpg,1,0.599674,1,1,1,1,1,1,0
1955,ATAQUE,frame_001955_ATAQUE.jpg,1,0.587766,1,1,1,1,1,1,0
1960,ATAQUE,frame_001960_ATAQUE.jpg,1,0.543768,1,1,1,1,1,0,0
1965,ATAQUE,frame_001965_ATAQUE.jpg,1,0.575732,1,1,1,1,1,1,0
1970,ATAQUE,frame_001970_ATAQUE.jpg,1,0.570633,1,1,1,1,1,1,0
1975,ATAQUE,frame_001975_ATAQUE.jpg,1,0.563216,1,1,1,1,1,1,0
1980,ATAQUE,frame_001980_ATAQUE.jpg,1,0.616757,1,1,1,1,1,1,1
1985,ATAQUE,frame_001985_ATAQUE.jpg,1,0.584051,1,1,1,1,1,1,0
1990,ATAQUE,frame_001990_ATAQUE.jpg,1,0.595439,1,1,1,1,1,1,0
1995,ATAQUE,frame_001995_ATAQUE.jpg,1,0.562955,1,1,1,1,1,1,0
2000,ATAQUE,frame_002000_ATAQUE.jpg,1,0.613596,1,1,1,1,1,1,1
2005,ATAQUE,frame_002005_ATAQUE.jpg,1,0.600672,1,1,1,1,1,1,1
2010,ATAQUE,frame_002010_ATAQUE.jpg,1,0.573922,1,1,1,1,1,1,0
2015,ATAQUE,frame_002015_ATAQUE.jpg,1,0.571571,1,1,1,1,1,1,0
2020,ATAQUE,frame_002020_ATAQUE.jpg,1,0.594408,1,1,1,1,1,1,0
2025,ATAQUE,frame_002025_ATAQUE.jpg,1,0.582490,1,1,1,1,1,1,0
2030,ATAQUE,frame_002030_ATAQUE.jpg,1,0.531670,1,1,1,1,1,0,0
2035,ATAQUE,frame_002035_ATAQUE.jpg,1,0.559272,1,1,1,1,1,1,0
2040,ATAQUE,frame_002040_ATAQUE.jpg,1,0.636709,1,1,1,1,1,1,1
2045,ATAQUE,frame_002045_ATAQUE.jpg,1,0.660059,1,1,1,1,1,1,1
2050,ATAQUE,frame_002050_ATAQUE.jpg,1,0.644194,1,1,1,1,1,1,1
2055,ATAQUE,frame_002055_ATAQUE.jpg,1,0.604280,1,1,1,1,1,1,1
2060,ATAQUE,frame_002060_ATAQUE.jpg,1,0.611072,1,1,1,1,1,1,1
2065,ATAQUE,frame_002065_ATAQUE.jpg,1,0.570484,1,1,1,1,1,1,0
2070,ATAQUE,frame_002070_ATAQUE.jpg,1,0.595313,1,1,1,1,1,1,0
