frame,mode,similarity,match_045,match_060,elapsed_s,fps,frame_saved
493,ATAQUE,0.000000,0,0,26.87,18.1,0
494,ATAQUE,0.000000,0,0,26.93,18.1,0
495,ATAQUE,0.000000,0,0,26.98,18.1,1
496,ATAQUE,0.000000,0,0,27.03,18.1,0
497,ATAQUE,0.000000,0,0,27.09,18.1,0
498,ATAQUE,0.000000,0,0,27.15,18.1,0
499,ATAQUE,0.000000,0,0,27.20,18.1,0
500,ATAQUE,0.000000,0,0,27.26,18.2,1
501,ATAQUE,0.000000,0,0,27.32,18.2,0
502,ATAQUE,0.000000,0,0,27.37,18.2,0
503,ATAQUE,0.000000,0,0,27.43,18.2,0
504,ATAQUE,0.000000,0,0,27.49,18.2,0
505,ATAQUE,0.000000,0,0,27.54,18.2,1
506,ATAQUE,0.000000,0,0,27.60,18.2,0
507,ATAQUE,0.000000,0,0,27.65,18.2,0
508,ATAQUE,0.000000,0,0,27.71,18.2,0
509,ATAQUE,0.000000,0,0,27.76,18.2,0
510,ATAQUE,0.000000,0,0,27.81,18.2,1
511,ATAQUE,0.000000,0,0,27.86,18.2,0
512,ATAQUE,0.000000,0,0,27.91,18.2,0
513,ATAQUE,0.000000,0,0,27.97,18.2,0
514,ATAQUE,0.000000,0,0,28.02,18.2,0
515,ATAQUE,0.000000,0,0,28.08,18.2,1
516,ATAQUE,0.000000,0,0,28.13,18.2,0
517,ATAQUE,0.000000,0,0,28.19,18.2,0
518,ATAQUE,0.000000,0,0,28.24,18.2,0
519,ATAQUE,0.000000,0,0,28.29,18.2,0
520,ATAQUE,0.000000,0,0,28.35,18.6,1
521,ATAQUE,0.000000,0,0,28.40,18.6,0
522,ATAQUE,0.000000,0,0,28.46,18.6,0
523,ATAQUE,0.000000,0,0,28.51,18.6,0
524,ATAQUE,0.000000,0,0,28.56,18.6,0
525,ATAQUE,0.000000,0,0,28.61,18.6,1
526,ATAQUE,0.000000,0,0,28.67,18.6,0
527,ATAQUE,0.000000,0,0,28.72,18.6,0
528,ATAQUE,0.000000,0,0,28.77,18.6,0
529,ATAQUE,0.000000,0,0,28.83,18.6,0
530,ATAQUE,0.000000,0,0,28.88,18.9,1
531,ATAQUE,0.000000,0,0,28.93,18.9,0
532,ATAQUE,0.000000,0,0,28.98,18.9,0
533,ATAQUE,0.000000,0,0,29.03,18.9,0
534,ATAQUE,0.000000,0,0,29.08,18.9,0
535,ATAQUE,0.000000,0,0,29.14,18.9,1
536,ATAQUE,0.000000,0,0,29.19,18.9,0
537,ATAQUE,0.000000,0,0,29.24,18.9,0
538,ATAQUE,0.000000,0,0,29.30,18.9,0
539,ATAQUE,0.000000,0,0,29.35,18.9,0
540,ATAQUE,0.000000,0,0,29.40,19.0,1
541,ATAQUE,0.000000,0,0,29.46,19.0,0
542,ATAQUE,0.000000,0,0,29.51,19.0,0
543,ATAQUE,0.000000,0,0,29.56,19.0,0
544,ATAQUE,0.000000,0,0,29.61,19.0,0
545,ATAQUE,0.000000,0,0,29.66,19.0,1
546,ATAQUE,0.000000,0,0,29.71,19.0,0
547,ATAQUE,0.000000,0,0,29.77,19.0,0
548,ATAQUE,0.000000,0,0,29.82,19.0,0
549,ATAQUE,0.000000,0,0,29.87,19.0,0
550,ATAQUE,0.000000,0,0,29.92,19.4,1
551,ATAQUE,0.000000,0,0,29.98,19.4,0
552,ATAQUE,0.000000,0,0,30.03,19.4,0
553,ATAQUE,0.000000,0,0,30.08,19.4,0
554,ATAQUE,0.000000,0,0,30.13,19.4,0
555,ATAQUE,0.000000,0,0,30.18,19.4,1
556,ATAQUE,0.000000,0,0,30.24,19.4,0
557,ATAQUE,0.000000,0,0,30.30,19.4,0
558,ATAQUE,0.000000,0,0,30.35,19.4,0
559,ATAQUE,0.000000,0,0,30.40,19.4,0
560,ATAQUE,0.000000,0,0,30.45,18.9,1
561,ATAQUE,0.000000,0,0,30.50,18.9,0
562,ATAQUE,0.000000,0,0,30.56,18.9,0
563,ATAQUE,0.000000,0,0,30.61,18.9,0
564,ATAQUE,0.000000,0,0,30.67,18.9,0
565,ATAQUE,0.000000,0,0,30.72,18.9,1
566,ATAQUE,0.000000,0,0,30.77,18.9,0
567,ATAQUE,0.000000,0,0,30.83,18.9,0
568,ATAQUE,0.000000,0,0,30.88,18.9,0
569,ATAQUE,0.000000,0,0,30.94,18.9,0
570,ATAQUE,0.000000,0,0,30.99,18.5,1
571,ATAQUE,0.000000,0,0,31.05,18.5,0
572,ATAQUE,0.000000,0,0,31.10,18.5,0
573,ATAQUE,0.000000,0,0,31.16,18.5,0
574,ATAQUE,0.000000,0,0,31.21,18.5,0
575,ATAQUE,0.000000,0,0,31.27,18.5,1
576,ATAQUE,0.000000,0,0,31.32,18.5,0
577,ATAQUE,0.000000,0,0,31.38,18.5,0
578,ATAQUE,0.000000,0,0,31.43,18.5,0
579,ATAQUE,0.000000,0,0,31.49,18.5,0
580,ATAQUE,0.000000,0,0,31.54,18.2,1
581,ATAQUE,0.000000,0,0,31.60,18.2,0
582,ATAQUE,0.000000,0,0,31.65,18.2,0
583,ATAQUE,0.000000,0,0,31.71,18.2,0
584,ATAQUE,0.000000,0,0,31.77,18.2,0
585,ATAQUE,0.000000,0,0,31.82,18.2,1
586,ATAQUE,0.000000,0,0,31.88,18.2,0
587,ATAQUE,0.000000,0,0,31.93,18.2,0
588,ATAQUE,0.000000,0,0,31.99,18.2,0
589,ATAQUE,0.000000,0,0,32.04,18.2,0
590,ATAQUE,0.000000,0,0,32.09,18.1,1
591,ATAQUE,0.000000,0,0,32.15,18.1,0
592,ATAQUE,0.000000,0,0,32.20,18.1,0
593,ATAQUE,0.000000,0,0,32.25,18.1,0
594,ATAQUE,0.000000,0,0,32.31,18.1,0
595,ATAQUE,0.000000,0,0,32.37,18.1,1
596,ATAQUE,0.000000,0,0,32.43,18.1,0
597,ATAQUE,0.000000,0,0,32.48,18.1,0
598,ATAQUE,0.000000,0,0,32.53,18.1,0
599,ATAQUE,0.000000,0,0,32.58,18.1,0
600,ATAQUE,0.000000,0,0,32.63,18.5,1
601,ATAQUE,0.000000,0,0,32.69,18.5,0
602,ATAQUE,0.000000,0,0,32.74,18.5,0
603,ATAQUE,0.000000,0,0,32.80,18.5,0
604,ATAQUE,0.000000,0,0,32.85,18.5,0
605,ATAQUE,0.000000,0,0,32.90,18.5,1
606,ATAQUE,0.000000,0,0,32.95,18.5,0
607,ATAQUE,0.000000,0,0,33.00,18.5,0
608,ATAQUE,0.000000,0,0,33.06,18.5,0
609,ATAQUE,0.000000,0,0,33.11,18.5,0
610,ATAQUE,0.000000,0,0,33.16,18.9,1
611,ATAQUE,0.000000,0,0,33.22,18.9,0
612,ATAQUE,0.000000,0,0,33.28,18.9,0
613,ATAQUE,0.000000,0,0,33.33,18.9,0
614,ATAQUE,0.000000,0,0,33.38,18.9,0
615,ATAQUE,0.000000,0,0,33.43,18.9,1
616,ATAQUE,0.000000,0,0,33.48,18.9,0
617,ATAQUE,0.000000,0,0,33.53,18.9,0
618,ATAQUE,0.000000,0,0,33.59,18.9,0
619,ATAQUE,0.000000,0,0,33.64,18.9,0
620,ATAQUE,0.000000,0,0,33.69,18.9,1
621,ATAQUE,0.000000,0,0,33.74,18.9,0
622,ATAQUE,0.000000,0,0,33.80,18.9,0
623,ATAQUE,0.000000,0,0,33.85,18.9,0
624,ATAQUE,0.000000,0,0,33.91,18.9,0
625,ATAQUE,0.000000,0,0,33.96,18.9,1
626,ATAQUE,0.000000,0,0,34.01,18.9,0
627,ATAQUE,0.000000,0,0,34.06,18.9,0
628,ATAQUE,0.000000,0,0,34.11,18.9,0
629,ATAQUE,0.000000,0,0,34.16,18.9,0
630,ATAQUE,0.000000,0,0,34.21,19.2,1
631,ATAQUE,0.000000,0,0,34.27,19.2,0
632,ATAQUE,0.000000,0,0,34.32,19.2,0
633,ATAQUE,0.000000,0,0,34.38,19.2,0
634,ATAQUE,0.000000,0,0,34.43,19.2,0
635,ATAQUE,0.000000,0,0,34.48,19.2,1
636,ATAQUE,0.000000,0,0,34.54,19.2,0
637,ATAQUE,0.000000,0,0,34.59,19.2,0
638,ATAQUE,0.000000,0,0,34.65,19.2,0
639,ATAQUE,0.000000,0,0,34.70,19.2,0
640,ATAQUE,0.000000,0,0,34.76,18.3,1
641,ATAQUE,0.000000,0,0,34.81,18.3,0
642,ATAQUE,0.000000,0,0,34.87,18.3,0
643,ATAQUE,0.000000,0,0,34.90,18.3,0
644,ATAQUE,0.000000,0,0,34.95,18.3,0
645,ATAQUE,0.000000,0,0,35.01,18.3,1
646,ATAQUE,0.000000,0,0,35.06,18.3,0
647,ATAQUE,0.000000,0,0,35.12,18.3,0
648,ATAQUE,0.000000,0,0,35.17,18.3,0
649,ATAQUE,0.000000,0,0,35.23,18.3,0
650,ATAQUE,0.000000,0,0,35.28,19.1,1
651,ATAQUE,0.000000,0,0,35.34,19.1,0
652,ATAQUE,0.000000,0,0,35.39,19.1,0
653,ATAQUE,0.000000,0,0,35.45,19.1,0
654,ATAQUE,0.000000,0,0,35.51,19.1,0
655,ATAQUE,0.000000,0,0,35.56,19.1,1
656,ATAQUE,0.000000,0,0,35.61,19.1,0
657,ATAQUE,0.000000,0,0,35.67,19.1,0
658,ATAQUE,0.000000,0,0,35.72,19.1,0
659,ATAQUE,0.000000,0,0,35.78,19.1,0
660,ATAQUE,0.000000,0,0,35.83,18.2,1
661,ATAQUE,0.000000,0,0,35.89,18.2,0
662,ATAQUE,0.000000,0,0,35.94,18.2,0
663,ATAQUE,0.000000,0,0,36.00,18.2,0
664,ATAQUE,0.000000,0,0,36.05,18.2,0
665,ATAQUE,0.000000,0,0,36.11,18.2,1
666,ATAQUE,0.000000,0,0,36.16,18.2,0
667,ATAQUE,0.000000,0,0,36.22,18.2,0
668,ATAQUE,0.000000,0,0,36.27,18.2,0
669,ATAQUE,0.000000,0,0,36.32,18.2,0
670,ATAQUE,0.000000,0,0,36.38,18.4,1
671,ATAQUE,0.000000,0,0,36.43,18.4,0
672,ATAQUE,0.000000,0,0,36.48,18.4,0
673,ATAQUE,0.000000,0,0,36.53,18.4,0
674,ATAQUE,0.000000,0,0,36.59,18.4,0
675,ATAQUE,0.000000,0,0,36.64,18.4,1
676,ATAQUE,0.000000,0,0,36.69,18.4,0
677,ATAQUE,0.000000,0,0,36.74,18.4,0
678,ATAQUE,0.000000,0,0,36.80,18.4,0
679,ATAQUE,0.000000,0,0,36.85,18.4,0
680,ATAQUE,0.000000,0,0,36.91,18.8,1
681,ATAQUE,0.000000,0,0,36.96,18.8,0
682,ATAQUE,0.000000,0,0,37.01,18.8,0
683,ATAQUE,0.000000,0,0,37.07,18.8,0
684,ATAQUE,0.000000,0,0,37.12,18.8,0
685,ATAQUE,0.000000,0,0,37.17,18.8,1
686,ATAQUE,0.000000,0,0,37.22,18.8,0
687,ATAQUE,0.000000,0,0,37.28,18.8,0
688,ATAQUE,0.000000,0,0,37.33,18.8,0
689,ATAQUE,0.000000,0,0,37.38,18.8,0
690,ATAQUE,0.000000,0,0,37.43,19.0,1
691,ATAQUE,0.000000,0,0,37.49,19.0,0
692,ATAQUE,0.000000,0,0,37.54,19.0,0
693,ATAQUE,0.000000,0,0,37.59,19.0,0
694,ATAQUE,0.000000,0,0,37.65,19.0,0
695,ATAQUE,0.000000,0,0,37.70,19.0,1
696,ATAQUE,0.000000,0,0,37.76,19.0,0
697,ATAQUE,0.000000,0,0,37.82,19.0,0
698,ATAQUE,0.000000,0,0,37.87,19.0,0
699,ATAQUE,0.000000,0,0,37.93,19.0,0
700,ATAQUE,0.000000,0,0,37.99,18.1,1
701,ATAQUE,0.000000,0,0,38.04,18.1,0
702,ATAQUE,0.000000,0,0,38.09,18.1,0
703,ATAQUE,0.000000,0,0,38.15,18.1,0
704,ATAQUE,0.000000,0,0,38.20,18.1,0
705,ATAQUE,0.000000,0,0,38.26,18.1,1
706,ATAQUE,0.000000,0,0,38.32,18.1,0
707,ATAQUE,0.000000,0,0,38.38,18.1,0
708,ATAQUE,0.000000,0,0,38.43,18.1,0
709,ATAQUE,0.000000,0,0,38.48,18.1,0
710,ATAQUE,0.000000,0,0,38.54,18.0,1
711,ATAQUE,0.000000,0,0,38.60,18.0,0
712,ATAQUE,0.000000,0,0,38.65,18.0,0
713,ATAQUE,0.000000,0,0,38.71,18.0,0
714,ATAQUE,0.000000,0,0,38.76,18.0,0
715,ATAQUE,0.000000,0,0,38.82,18.0,1
716,ATAQUE,0.000000,0,0,38.87,18.0,0
717,ATAQUE,0.000000,0,0,38.93,18.0,0
718,ATAQUE,0.000000,0,0,38.99,18.0,0
719,ATAQUE,0.000000,0,0,39.04,18.0,0
720,ATAQUE,0.000000,0,0,39.10,17.9,1
721,ATAQUE,0.000000,0,0,39.16,17.9,0
722,ATAQUE,0.000000,0,0,39.21,17.9,0
723,ATAQUE,0.000000,0,0,39.27,17.9,0
724,ATAQUE,0.000000,0,0,39.32,17.9,0
725,ATAQUE,0.000000,0,0,39.38,17.9,1
726,ATAQUE,0.000000,0,0,39.44,17.9,0
727,ATAQUE,0.000000,0,0,39.49,17.9,0
728,ATAQUE,0.000000,0,0,39.55,17.9,0
729,ATAQUE,0.000000,0,0,39.61,17.9,0
730,ATAQUE,0.000000,0,0,39.66,17.8,1
731,ATAQUE,0.000000,0,0,39.72,17.8,0
732,ATAQUE,0.000000,0,0,39.77,17.8,0
733,ATAQUE,0.000000,0,0,39.83,17.8,0
734,ATAQUE,0.000000,0,0,39.88,17.8,0
735,ATAQUE,0.000000,0,0,39.94,17.8,1
736,ATAQUE,0.000000,0,0,39.99,17.8,0
737,ATAQUE,0.000000,0,0,40.05,17.8,0
738,ATAQUE,0.000000,0,0,40.10,17.8,0
739,ATAQUE,0.000000,0,0,40.15,17.8,0
740,ATAQUE,0.000000,0,0,40.21,18.3,1
741,ATAQUE,0.000000,0,0,40.26,18.3,0
742,ATAQUE,0.000000,0,0,40.32,18.3,0
743,ATAQUE,0.000000,0,0,40.38,18.3,0
744,ATAQUE,0.000000,0,0,40.43,18.3,0
745,ATAQUE,0.000000,0,0,40.48,18.3,1
746,ATAQUE,0.000000,0,0,40.54,18.3,0
747,ATAQUE,0.000000,0,0,40.59,18.3,0
748,ATAQUE,0.000000,0,0,40.64,18.3,0
749,ATAQUE,0.000000,0,0,40.69,18.3,0
750,ATAQUE,0.000000,0,0,40.74,18.7,1
751,ATAQUE,0.000000,0,0,40.80,18.7,0
752,ATAQUE,0.000000,0,0,40.85,18.7,0
753,ATAQUE,0.000000,0,0,40.91,18.7,0
754,ATAQUE,0.000000,0,0,40.96,18.7,0
755,ATAQUE,0.000000,0,0,41.02,18.7,1
756,ATAQUE,0.000000,0,0,41.07,18.7,0
757,ATAQUE,0.000000,0,0,41.12,18.7,0
758,ATAQUE,0.000000,0,0,41.17,18.7,0
759,ATAQUE,0.000000,0,0,41.22,18.7,0
760,ATAQUE,0.000000,0,0,41.27,18.9,1
761,ATAQUE,0.000000,0,0,41.33,18.9,0
762,ATAQUE,0.000000,0,0,41.38,18.9,0
763,ATAQUE,0.000000,0,0,41.43,18.9,0
764,ATAQUE,0.000000,0,0,41.48,18.9,0
765,ATAQUE,0.000000,0,0,41.53,18.9,1
766,ATAQUE,0.000000,0,0,41.59,18.9,0
767,ATAQUE,0.000000,0,0,41.64,18.9,0
768,ATAQUE,0.000000,0,0,41.70,18.9,0
769,ATAQUE,0.000000,0,0,41.75,18.9,0
770,ATAQUE,0.000000,0,0,41.80,18.9,1
771,ATAQUE,0.000000,0,0,41.86,18.9,0
772,ATAQUE,0.000000,0,0,41.91,18.9,0
773,ATAQUE,0.000000,0,0,41.96,18.9,0
774,ATAQUE,0.000000,0,0,42.02,18.9,0
775,ATAQUE,0.000000,0,0,42.07,18.9,1
776,ATAQUE,0.000000,0,0,42.12,18.9,0
777,ATAQUE,0.000000,0,0,42.18,18.9,0
778,ATAQUE,0.000000,0,0,42.23,18.9,0
779,ATAQUE,0.000000,0,0,42.28,18.9,0
780,ATAQUE,0.000000,0,0,42.34,18.8,1
781,ATAQUE,0.000000,0,0,42.39,18.8,0
782,ATAQUE,0.000000,0,0,42.45,18.8,0
783,ATAQUE,0.000000,0,0,42.50,18.8,0
784,ATAQUE,0.000000,0,0,42.55,18.8,0
785,ATAQUE,0.000000,0,0,42.61,18.8,1
786,ATAQUE,0.000000,0,0,42.66,18.8,0
787,ATAQUE,0.000000,0,0,42.72,18.8,0
788,ATAQUE,0.000000,0,0,42.77,18.8,0
789,ATAQUE,0.000000,0,0,42.83,18.8,0
790,ATAQUE,0.000000,0,0,42.88,18.5,1
791,ATAQUE,0.000000,0,0,42.93,18.5,0
792,ATAQUE,0.000000,0,0,42.98,18.5,0
793,ATAQUE,0.000000,0,0,43.03,18.5,0
794,ATAQUE,0.000000,0,0,43.09,18.5,0
795,ATAQUE,0.000000,0,0,43.14,18.5,1
796,ATAQUE,0.000000,0,0,43.19,18.5,0
797,ATAQUE,0.000000,0,0,43.24,18.5,0
798,ATAQUE,0.000000,0,0,43.29,18.5,0
799,ATAQUE,0.000000,0,0,43.35,18.5,0
800,ATAQUE,0.000000,0,0,43.40,19.3,1
801,ATAQUE,0.000000,0,0,43.45,19.3,0
802,ATAQUE,0.000000,0,0,43.50,19.3,0
803,ATAQUE,0.000000,0,0,43.55,19.3,0
804,ATAQUE,0.000000,0,0,43.61,19.3,0
805,ATAQUE,0.000000,0,0,43.66,19.3,1
806,ATAQUE,0.000000,0,0,43.71,19.3,0
807,ATAQUE,0.000000,0,0,43.76,19.3,0
808,ATAQUE,0.000000,0,0,43.81,19.3,0
809,ATAQUE,0.000000,0,0,43.87,19.3,0
810,ATAQUE,0.000000,0,0,43.93,18.8,1
811,ATAQUE,0.000000,0,0,43.98,18.8,0
812,ATAQUE,0.000000,0,0,44.04,18.8,0
813,ATAQUE,0.000000,0,0,44.09,18.8,0
814,ATAQUE,0.000000,0,0,44.15,18.8,0
815,ATAQUE,0.000000,0,0,44.21,18.8,1
816,ATAQUE,0.000000,0,0,44.26,18.8,0
817,ATAQUE,0.000000,0,0,44.32,18.8,0
818,ATAQUE,0.000000,0,0,44.37,18.8,0
819,ATAQUE,0.000000,0,0,44.43,18.8,0
820,ATAQUE,0.000000,0,0,44.48,18.0,1
821,ATAQUE,0.000000,0,0,44.54,18.0,0
822,ATAQUE,0.000000,0,0,44.59,18.0,0
823,ATAQUE,0.000000,0,0,44.65,18.0,0
824,ATAQUE,0.000000,0,0,44.70,18.0,0
825,ATAQUE,0.000000,0,0,44.75,18.0,1
826,ATAQUE,0.000000,0,0,44.81,18.0,0
827,ATAQUE,0.000000,0,0,44.86,18.0,0
828,ATAQUE,0.000000,0,0,44.91,18.0,0
829,ATAQUE,0.000000,0,0,44.96,18.0,0
830,ATAQUE,0.000000,0,0,45.01,18.9,1
831,ATAQUE,0.000000,0,0,45.06,18.9,0
832,ATAQUE,0.000000,0,0,45.12,18.9,0
833,ATAQUE,0.000000,0,0,45.17,18.9,0
834,ATAQUE,0.000000,0,0,45.22,18.9,0
835,ATAQUE,0.000000,0,0,45.28,18.9,1
836,ATAQUE,0.000000,0,0,45.33,18.9,0
837,ATAQUE,0.000000,0,0,45.39,18.9,0
838,ATAQUE,0.000000,0,0,45.44,18.9,0
839,ATAQUE,0.000000,0,0,45.49,18.9,0
840,ATAQUE,0.000000,0,0,45.54,18.9,1
841,ATAQUE,0.000000,0,0,45.59,18.9,0
842,ATAQUE,0.000000,0,0,45.64,18.9,0
843,ATAQUE,0.000000,0,0,45.69,18.9,0
844,ATAQUE,0.000000,0,0,45.74,18.9,0
845,ATAQUE,0.000000,0,0,45.79,18.9,1
846,ATAQUE,0.000000,0,0,45.85,18.9,0
847,ATAQUE,0.000000,0,0,45.90,18.9,0
848,ATAQUE,0.000000,0,0,45.95,18.9,0
849,ATAQUE,0.000000,0,0,46.00,18.9,0
850,ATAQUE,0.000000,0,0,46.05,19.5,1
851,ATAQUE,0.000000,0,0,46.11,19.5,0
852,ATAQUE,0.000000,0,0,46.16,19.5,0
853,ATAQUE,0.000000,0,0,46.21,19.5,0
854,ATAQUE,0.000000,0,0,46.27,19.5,0
855,ATAQUE,0.000000,0,0,46.32,19.5,1
856,ATAQUE,0.000000,0,0,46.38,19.5,0
857,ATAQUE,0.000000,0,0,46.43,19.5,0
858,ATAQUE,0.000000,0,0,46.49,19.5,0
859,ATAQUE,0.000000,0,0,46.54,19.5,0
860,ATAQUE,0.000000,0,0,46.59,18.5,1
861,ATAQUE,0.000000,0,0,46.65,18.5,0
862,ATAQUE,0.000000,0,0,46.70,18.5,0
863,ATAQUE,0.000000,0,0,46.76,18.5,0
864,ATAQUE,0.000000,0,0,46.81,18.5,0
865,ATAQUE,0.000000,0,0,46.86,18.5,1
866,ATAQUE,0.000000,0,0,46.92,18.5,0
867,ATAQUE,0.000000,0,0,46.97,18.5,0
868,ATAQUE,0.000000,0,0,47.03,18.5,0
869,ATAQUE,0.000000,0,0,47.08,18.5,0
870,ATAQUE,0.000000,0,0,47.13,18.5,1
871,ATAQUE,0.000000,0,0,47.18,18.5,0
872,ATAQUE,0.000000,0,0,47.24,18.5,0
873,ATAQUE,0.000000,0,0,47.30,18.5,0
874,ATAQUE,0.000000,0,0,47.35,18.5,0
875,ATAQUE,0.000000,0,0,47.40,18.5,1
876,ATAQUE,0.000000,0,0,47.45,18.5,0
877,ATAQUE,0.000000,0,0,47.51,18.5,0
878,ATAQUE,0.000000,0,0,47.56,18.5,0
879,ATAQUE,0.000000,0,0,47.62,18.5,0
880,ATAQUE,0.000000,0,0,47.67,18.5,1
881,ATAQUE,0.000000,0,0,47.73,18.5,0
882,ATAQUE,0.000000,0,0,47.78,18.5,0
883,ATAQUE,0.000000,0,0,47.84,18.5,0
884,ATAQUE,0.000000,0,0,47.89,18.5,0
885,ATAQUE,0.000000,0,0,47.95,18.5,1
886,ATAQUE,0.000000,0,0,48.00,18.5,0
887,ATAQUE,0.000000,0,0,48.06,18.5,0
888,ATAQUE,0.000000,0,0,48.11,18.5,0
889,ATAQUE,0.000000,0,0,48.17,18.5,0
890,ATAQUE,0.000000,0,0,48.22,18.3,1
891,ATAQUE,0.000000,0,0,48.27,18.3,0
892,ATAQUE,0.000000,0,0,48.32,18.3,0
893,ATAQUE,0.000000,0,0,48.38,18.3,0
894,ATAQUE,0.000000,0,0,48.43,18.3,0
895,ATAQUE,0.000000,0,0,48.49,18.3,1
896,ATAQUE,0.000000,0,0,48.54,18.3,0
897,ATAQUE,0.000000,0,0,48.60,18.3,0
898,ATAQUE,0.000000,0,0,48.65,18.3,0
899,ATAQUE,0.000000,0,0,48.71,18.3,0
900,ATAQUE,0.000000,0,0,48.76,18.4,1
901,ATAQUE,0.000000,0,0,48.82,18.4,0
902,ATAQUE,0.000000,0,0,48.88,18.4,0
903,ATAQUE,0.000000,0,0,48.93,18.4,0
904,ATAQUE,0.000000,0,0,48.98,18.4,0
905,ATAQUE,0.000000,0,0,49.04,18.4,1
906,ATAQUE,0.000000,0,0,49.09,18.4,0
907,ATAQUE,0.000000,0,0,49.14,18.4,0
908,ATAQUE,0.000000,0,0,49.19,18.4,0
909,ATAQUE,0.000000,0,0,49.24,18.4,0
910,ATAQUE,0.000000,0,0,49.30,18.7,1
911,ATAQUE,0.000000,0,0,49.35,18.7,0
912,ATAQUE,0.000000,0,0,49.41,18.7,0
913,ATAQUE,0.000000,0,0,49.46,18.7,0
914,ATAQUE,0.000000,0,0,49.52,18.7,0
915,ATAQUE,0.000000,0,0,49.57,18.7,1
916,ATAQUE,0.000000,0,0,49.63,18.7,0
917,ATAQUE,0.000000,0,0,49.69,18.7,0
918,ATAQUE,0.000000,0,0,49.75,18.7,0
919,ATAQUE,0.000000,0,0,49.80,18.7,0
920,ATAQUE,0.000000,0,0,49.85,18.1,1
921,ATAQUE,0.000000,0,0,49.91,18.1,0
922,ATAQUE,0.000000,0,0,49.96,18.1,0
923,ATAQUE,0.000000,0,0,50.02,18.1,0
924,ATAQUE,0.000000,0,0,50.08,18.1,0
925,ATAQUE,0.000000,0,0,50.14,18.1,1
926,ATAQUE,0.000000,0,0,50.19,18.1,0
927,ATAQUE,0.000000,0,0,50.25,18.1,0
928,ATAQUE,0.000000,0,0,50.31,18.1,0
929,ATAQUE,0.000000,0,0,50.36,18.1,0
930,ATAQUE,0.000000,0,0,50.41,17.8,1
931,ATAQUE,0.000000,0,0,50.47,17.8,0
932,ATAQUE,0.000000,0,0,50.52,17.8,0
933,ATAQUE,0.000000,0,0,50.58,17.8,0
934,ATAQUE,0.000000,0,0,50.63,17.8,0
935,ATAQUE,0.000000,0,0,50.68,17.8,1
936,ATAQUE,0.000000,0,0,50.74,17.8,0
937,ATAQUE,0.000000,0,0,50.79,17.8,0
938,ATAQUE,0.000000,0,0,50.85,17.8,0
939,ATAQUE,0.000000,0,0,50.91,17.8,0
940,ATAQUE,0.000000,0,0,50.96,18.4,1
941,ATAQUE,0.000000,0,0,51.02,18.4,0
942,ATAQUE,0.000000,0,0,51.07,18.4,0
943,ATAQUE,0.000000,0,0,51.13,18.4,0
944,ATAQUE,0.000000,0,0,51.18,18.4,0
945,ATAQUE,0.000000,0,0,51.23,18.4,1
946,ATAQUE,0.000000,0,0,51.29,18.4,0
947,ATAQUE,0.000000,0,0,51.34,18.4,0
948,ATAQUE,0.000000,0,0,51.39,18.4,0
949,ATAQUE,0.000000,0,0,51.44,18.4,0
950,ATAQUE,0.000000,0,0,51.50,18.6,1
951,ATAQUE,0.000000,0,0,51.55,18.6,0
952,ATAQUE,0.000000,0,0,51.60,18.6,0
953,ATAQUE,0.000000,0,0,51.66,18.6,0
954,ATAQUE,0.000000,0,0,51.71,18.6,0
955,ATAQUE,0.000000,0,0,51.76,18.6,1
956,ATAQUE,0.000000,0,0,51.81,18.6,0
957,ATAQUE,0.000000,0,0,51.87,18.6,0
958,ATAQUE,0.000000,0,0,51.92,18.6,0
959,ATAQUE,0.000000,0,0,51.98,18.6,0
960,ATAQUE,0.000000,0,0,52.03,18.6,1
961,ATAQUE,0.000000,0,0,52.09,18.6,0
962,ATAQUE,0.000000,0,0,52.15,18.6,0
963,ATAQUE,0.000000,0,0,52.20,18.6,0
964,ATAQUE,0.000000,0,0,52.26,18.6,0
965,ATAQUE,0.000000,0,0,52.32,18.6,1
966,ATAQUE,0.000000,0,0,52.37,18.6,0
967,ATAQUE,0.000000,0,0,52.43,18.6,0
968,ATAQUE,0.000000,0,0,52.48,18.6,0
969,ATAQUE,0.000000,0,0,52.53,18.6,0
970,ATAQUE,0.000000,0,0,52.58,18.2,1
971,ATAQUE,0.000000,0,0,52.64,18.2,0
972,ATAQUE,0.000000,0,0,52.69,18.2,0
973,ATAQUE,0.000000,0,0,52.75,18.2,0
974,ATAQUE,0.000000,0,0,52.80,18.2,0
975,ATAQUE,0.000000,0,0,52.86,18.2,1
976,ATAQUE,0.000000,0,0,52.91,18.2,0
977,ATAQUE,0.000000,0,0,52.97,18.2,0
978,ATAQUE,0.000000,0,0,53.02,18.2,0
979,ATAQUE,0.000000,0,0,53.07,18.2,0
980,ATAQUE,0.000000,0,0,53.12,18.6,1
981,ATAQUE,0.000000,0,0,53.18,18.6,0
982,ATAQUE,0.000000,0,0,53.23,18.6,0
983,ATAQUE,0.000000,0,0,53.28,18.6,0
984,ATAQUE,0.000000,0,0,53.33,18.6,0
985,ATAQUE,0.000000,0,0,53.38,18.6,1
986,ATAQUE,0.000000,0,0,53.44,18.6,0
987,ATAQUE,0.000000,0,0,53.49,18.6,0
988,ATAQUE,0.000000,0,0,53.55,18.6,0
989,ATAQUE,0.000000,0,0,53.61,18.6,0
990,ATAQUE,0.000000,0,0,53.67,18.3,1
